,Unnamed: 0,name,rating,style,price,street address,reviews,city,url,reviews_processed,style_processed,bag_of_words
499,499,Omakase By Korami,5.0,"japanese, sushi bars",fine-dining,400A W 50th St,"was taken here for a birthday dinner and the experience blew me away!

the place is quite small and there is a time limit, since they book guests by the..., my boyfriend surprised me by taking me here for my birthday and it was one of the best experiences we've ever had at a restaurant! 

first, the place is..., fresh, exceptional service, and an intimate ambiance that you need to experience! 

the omakase lunch/dinner is a 15 course menu ($89 per person) with only...",new york city,https://www.yelp.com/biz/omakase-by-korami-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,take birthday dinner experience blow away place quite small time limit since book guest boyfriend surprise take birthday one best experience ever restaurant first place fresh exceptional service intimate ambiance need experience omakase course menu per person,japanese sushi bar,japanese sushi bar take birthday dinner experience blow away place quite small time limit since book guest boyfriend surprise take birthday one best experience ever restaurant first place fresh exceptional service intimate ambiance need experience omakase course menu per person
500,500,R40,4.5,"argentine, cocktail bars",mid-range,47-16 Vernon Blvd,"this place took a full 180°... first impression early on was subpar to be totally transparent & honest. 

but never walk away without a second chance...., r40 is a sexy, intimate argentinian restaurant located in queens. this is a great special occasion or date spot with an open kitchen. out waitress was super..., a top-notch and marvelous meal was had by me last night at r40. i asked for sweetbreads as an appetizer because i saw that they were offered in the grilled...",new york city,https://www.yelp.com/biz/r40-long-island-city-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,place take full first impression early subpar totally transparent honest never walk away without second chance sexy intimate argentinian restaurant locate queen great special occasion date spot open kitchen waitress super marvelous meal last night ask sweetbread appetizer saw offer grilled,argentine cocktail bar,argentine cocktail bar place take full first impression early subpar totally transparent honest never walk away without second chance sexy intimate argentinian restaurant locate queen great special occasion date spot open kitchen waitress super marvelous meal last night ask sweetbread appetizer saw offer grilled
503,503,The Jin,4.5,"korean, chicken wings, ramen",mid-range,856 10th Ave,"on the west side of manhattan, where hell's kitchen ends and the uws begins, you'll find the jin. this korean restaurant serves delicious food and drinks. i..., this place is great! small little korean shop with your standard items. pretty pricey for what it is but still cheaper than most places in ktown. fried..., although my experience with korean cuisine is somewhat limited, i have to say i found this place to be amazing. 
starting from the service, the food, prices...",new york city,https://www.yelp.com/biz/the-jin-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,west side manhattan hell kitchen end uws begin find jin korean restaurant serve delicious food drink place great small little korean shop standard item pretty pricey still cheaper place ktown fry although experience korean cuisine somewhat limited say find place amazing start service food price,korean chicken wing ramen,korean chicken wing ramen west side manhattan hell kitchen end uws begin find jin korean restaurant serve delicious food drink place great small little korean shop standard item pretty pricey still cheaper place ktown fry although experience korean cuisine somewhat limited say find place amazing start service food price
504,504,Inatteso Pizzabar,4.0,"italian, pizza",mid-range,28 West St,"we live in the building above and are regulars here...but not just because we live 2 minutes away. inatteso is one of our favorite italian restaurants and..., visited a friend who was in town, and picked this just because it was the closest sit down pizza restaurant. i'll be honest, i was not expecting to be so..., definitely for the tourists who stay in downtown... food was okay, service was okay, was somewhat of a bait and switch when the signs all over the...",new york city,https://www.yelp.com/biz/inatteso-pizzabar-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,live building regular live minute away inatteso one favorite italian restaurant visit friend town pick closest sit pizza restaurant honest expect definitely tourist stay downtown food okay service okay somewhat bait switch sign,italian pizza,italian pizza live building regular live minute away inatteso one favorite italian restaurant visit friend town pick closest sit pizza restaurant honest expect definitely tourist stay downtown food okay service okay somewhat bait switch sign
505,505,Grand Banks,4.0,"bars, seafood, american (new)",mid-range,Pier 25,"dining at grand banks is a truly unique and wonderful experience in new york city. walking out on a tribeca pier to a gorgeous, antique sailboat sets the..., overall rating: 4.8

i am absolutely obsessed with this place. i have read the one-star reviews.. i went when it opened and there was no one there haha i..., met a great group of people here two years ago for brunch and we've been doing our annual friendaversary here ever since. the views are gorgeous and the...",new york city,https://www.yelp.com/biz/grand-banks-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,din grand bank truly unique wonderful experience new york city walk tribeca pier gorgeous antique sailboat set overall rating absolutely obsess place read review go open one haha meet great group people two year ago brunch annual friendaversary ever since view gorgeous,bar seafood american new,bar seafood american new din grand bank truly unique wonderful experience new york city walk tribeca pier gorgeous antique sailboat set overall rating absolutely obsess place read review go open one haha meet great group people two year ago brunch annual friendaversary ever since view gorgeous
506,506,Llama San,4.0,"japanese, peruvian",fine-dining,359 6th Ave,"wow incredibly delicious and stunning peruvian small plates. i absolutely loved the scallop ceviche and the pork tonkatsu. the cocktails were so good as..., absolutely loved!

i will say it is a little pricey, but the food is incredibly delicious with the most amazing service. 

it is a little difficult to find..., i went here for a brunch. there was no restaurant name sign outside so i was lost for a bit. inside the place looked earthy and rusty. since it's was in...",new york city,https://www.yelp.com/biz/llama-san-new-york-4?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,wow incredibly delicious stunning peruvian small plate absolutely love scallop ceviche pork tonkatsu cocktail good absolutely love say little pricey food incredibly delicious amazing service little difficult find go brunch restaurant name sign outside lose bit inside place look earthy rusty since,japanese peruvian,japanese peruvian wow incredibly delicious stunning peruvian small plate absolutely love scallop ceviche pork tonkatsu cocktail good absolutely love say little pricey food incredibly delicious amazing service little difficult find go brunch restaurant name sign outside lose bit inside place look earthy rusty since
507,507,Island Oyster,3.0,"bars, seafood",mid-range,146 Carder Rd,"came here for lunch with friends.  got the watermelon mocktail which was pretty good. a friend got the rose spritzer (can't remember the exact name of the..., overpriced and underwhelming food,  but you can't beat the breathtaking views. this governor's island oyster hut has all the fixins to allow one to feel as..., good vibes, great view of lower manhattan and jersey city. food is alright , a bit pricey but that's expected for an island. great spot on a day trip to...",new york city,https://www.yelp.com/biz/island-oyster-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,come lunch friend get watermelon mocktail pretty good friend get rise spritzer ca remember exact name overprice underwhelming food ca beat breathtaking view governor island oyster hut fixins allow one feel good vibe great view lower manhattan jersey city food alright bit pricey expect island great spot day trip,bar seafood,bar seafood come lunch friend get watermelon mocktail pretty good friend get rise spritzer ca remember exact name overprice underwhelming food ca beat breathtaking view governor island oyster hut fixins allow one feel good vibe great view lower manhattan jersey city food alright bit pricey expect island great spot day trip
508,508,The Flatiron Room - Nomad,4.5,"lounges, jazz & blues, american (traditional)",mid-range,37 W 26th St,"i recommend this restaurant because my husband and i had a blast but mostly because our waiter anthony was amazing! very very good service! super friendly :), the first five star experience i've had in a long while. i was quite looking forward to it after my girlfriend's descriptions of it but was in no way..., wonderful jazz bar if you're looking for a classy night out and live music. great ambiance for a date night with a wide selection of whisky and cocktails as...",new york city,https://www.yelp.com/biz/the-flatiron-room-nomad-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,recommend restaurant husband blast mostly waiter anthony amaze good service super friendly first five star experience long quite look forward girlfriend description way wonderful jazz bar look classy night live music great ambiance date night wide selection whisky cocktail,lounge jazz blue american traditional,lounge jazz blue american traditional recommend restaurant husband blast mostly waiter anthony amaze good service super friendly first five star experience long quite look forward girlfriend description way wonderful jazz bar look classy night live music great ambiance date night wide selection whisky cocktail
509,509,Porteno Restaurant,4.0,argentine,mid-range,299 10th Ave,"food (5/5): empanadas were good and flavorful . the only improvemengs would be that the ham and cheese one barely had any bam and some of the outer breading..., the food here was so good, it really made me think about flying over to argentina for more haha! my friend and i got the lomito completo (steak sandwich)..., out of all the food we ordered (which, was quite a lot, because we came from sleep no more nearby and were starving), i'd say the empanadas, beef and...",new york city,https://www.yelp.com/biz/porteno-restaurant-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,food empanadas good flavorful improvemengs would ham cheese one barely bam outer breading food good really make think fly argentina haha friend get lomito completo steak sandwich food order quite lot come sleep nearby starve say empanadas beef,argentine,argentine food empanadas good flavorful improvemengs would ham cheese one barely bam outer breading food good really make think fly argentina haha friend get lomito completo steak sandwich food order quite lot come sleep nearby starve say empanadas beef
510,510,Soju Haus,4.0,"korean, bars",mid-range,315 5th Ave,"food: 4
drink: 5 (nice menu design)
atmosphere: 4

too crowded & too many people! it's making the place hot and un breathable.
the table is small for the..., love the vibes of that place. the servers are quick and efficient. we went on a saturday night so it was crowded. the food is amazing. 

p.s: they only..., expensive but ambiance is nice. modern, mood lighting. seems to be quite busy, reservations recommended.

i walked in with two friends. they asked if we had...",new york city,https://www.yelp.com/biz/soju-haus-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,food drink nice menu design atmosphere crowded many people make place hot un breathable table small love vibe place server quick efficient go saturday night crowd food amazing expensive ambiance nice modern mood lighting seem quite busy reservation recommend walk two friend ask,korean bar,korean bar food drink nice menu design atmosphere crowded many people make place hot un breathable table small love vibe place server quick efficient go saturday night crowd food amazing expensive ambiance nice modern mood lighting seem quite busy reservation recommend walk two friend ask
512,512,Belle Reve,4.0,"bars, american (new), music venues",mid-range,305 Church St,"the food is absolutely amazing.  we had the wings, the fish tacos and the guacamole. everything was delicious. but what made the dinner was the weight..., cute, quirky, good for late nights. detailed breakdown below:

**service, 5/5** seated immediately and could easily flag down staff to order more food and..., get the tendies and mac and cheese. this place is top notch. bartender was amazing, food was amazing. will be back.",new york city,https://www.yelp.com/biz/belle-reve-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,food absolutely amazing wing fish taco guacamole everything delicious make dinner weight cute quirky good late night detailed breakdown service seat immediately could easily flag staff order food get tendies mac cheese place top notch bartender amaze food amaze back,bar american new music venue,bar american new music venue food absolutely amazing wing fish taco guacamole everything delicious make dinner weight cute quirky good late night detailed breakdown service seat immediately could easily flag staff order food get tendies mac cheese place top notch bartender amaze food amaze back
515,515,BLACKBARN,4.0,"american (new), venues & event spaces",mid-range,19 E 26th St,"let's start from the beginning. when i walked in i was greeted by a smiling, friendly, welcoming face and seated. the preamble to dinner- sad to say i..., great place, service and food!  had a great time there, the ambiance is amazing. highly recommend, the food was phenomenal and we had fantastic service. our waiter, cj, was attentive and offered great suggestions for both food and drink. the manager zorin...",new york city,https://www.yelp.com/biz/blackbarn-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,let start beginning walk greet smiling friendly welcome face seat preamble sad say great place service food great time ambiance amaze highly recommend food phenomenal fantastic service waiter cj attentive offer great suggestion food drink manager zorin,american new venue event space,american new venue event space let start beginning walk greet smiling friendly welcome face seat preamble sad say great place service food great time ambiance amaze highly recommend food phenomenal fantastic service waiter cj attentive offer great suggestion food drink manager zorin
516,516,Ilili,4.0,"mediterranean, lebanese, cocktail bars",mid-range,236 5th Ave,"soo good! i absolutely love the ambiance in this restaurant, ilili is perfect for any occasion. 10/10

we really enjoyed the drinks and the beef shawarma..., wow, where do i begin? if you're looking for lebanese food in the city- look no further. 

we ordered:
kibbeh: so tasty- i wish i ordered more of these..., i've lived in nyc for five years, and this has to be one of the best restaurants i've ever eaten at. our server, alex, was so knowledgeable of the menu and...",new york city,https://www.yelp.com/biz/ilili-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,soo good absolutely love ambiance restaurant ilili perfect occasion really enjoy drink beef shawarma wow begin look lebanese food look order kibbeh wish order live nyc five year one best restaurant ever eat server alex knowledgeable menu,mediterranean lebanese cocktail bar,mediterranean lebanese cocktail bar soo good absolutely love ambiance restaurant ilili perfect occasion really enjoy drink beef shawarma wow begin look lebanese food look order kibbeh wish order live nyc five year one best restaurant ever eat server alex knowledgeable menu
519,519,Sabai Thai,4.5,"thai, cocktail bars, seafood",mid-range,432 Park Ave S,"came to sabai on a thursday night with my friends. we were a group of 3 and had reservations for 6pm. the ambience was nice and a bit quiet at first, but..., i'd heard that this is the most popular thai restaurant in this neighborhood, so i decided to check it out. it's definitely the best looking of the ones..., the best thing i had during dinner tonight was probably the gimlet and chocolate mousse cake. ambiance is actually nice here and quiet. it's nice to be able...",new york city,https://www.yelp.com/biz/sabai-thai-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,come sabai thursday night friend group reservation ambience nice bit quiet first hear popular thai restaurant neighborhood decide check definitely best look one best thing dinner tonight probably gimlet chocolate mousse cake ambiance actually nice quiet nice able,thai cocktail bar seafood,thai cocktail bar seafood come sabai thursday night friend group reservation ambience nice bit quiet first hear popular thai restaurant neighborhood decide check definitely best look one best thing dinner tonight probably gimlet chocolate mousse cake ambiance actually nice quiet nice able
521,521,Junior's Restaurant,4.0,"bakeries, breakfast & brunch, burgers",mid-range,1515 Broadway,"nyc tradition that never disappoints! we come here every time we visit the city. comfort foods and desserts!!, the food was tasty but not hot enough for me. i however did not appreciate the filthy handicap bathroom with feces on the toilet , even after i reported to..., stopped late at night because i'm a sweet tooth and had to try the infamous cheesecake everyone's told me about.
it's simple, delicious and nicely plated....",new york city,https://www.yelp.com/biz/juniors-restaurant-new-york-9?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,nyc tradition never disappoints come every time visit city comfort food dessert food tasty hot enough however appreciate filthy handicap bathroom feces toilet even report stop late night sweet tooth try infamous cheesecake everyone tell simple delicious nicely plat,bakery breakfast brunch burger,bakery breakfast brunch burger nyc tradition never disappoints come every time visit city comfort food dessert food tasty hot enough however appreciate filthy handicap bathroom feces toilet even report stop late night sweet tooth try infamous cheesecake everyone tell simple delicious nicely plat
523,523,Tavern on Jane,4.0,american (new),mid-range,31 8th Ave,"you're not coming here for gourmet food.  you're coming here for the cozy, friendly, gritty, laidback at
atmosphere.

it's an old school bar/pub, covered in..., best service, great prices, good food - even better bloody mary's. 

really impressed by the attention from not only our waitress but the bartender. family..., amazing menu - classic and irish. love the portion size and spirit selections! generic and delightful. matty (busser) made our experience extremely...",new york city,https://www.yelp.com/biz/tavern-on-jane-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,come gourmet food come cozy friendly gritty laidback atmosphere old school cover best service great price good food even better bloody mary really impressed attention waitress bartender family amaze menu classic irish love portion size spirit selection generic delightful matty busser make experience extremely,american new,american new come gourmet food come cozy friendly gritty laidback atmosphere old school cover best service great price good food even better bloody mary really impressed attention waitress bartender family amaze menu classic irish love portion size spirit selection generic delightful matty busser make experience extremely
524,524,Ruby's - Murray Hill,4.0,"breakfast & brunch, burgers, australian",mid-range,442 3rd Ave,"my friend and i wanted a casual place to eat dinner and ruby's was a great choice! the food was inexpensive and high quality. the service was great too! the..., great lunch spot in a convenient and busy area. there would have been about a 30 minute wait for a party of 5 for lunch on a tuesday inside, luckily there..., ruby's has been on my list of to try brunch spots in nyc for awhile. while i know it's a popular spot, i have heard friends say this place is overrated,...",new york city,https://www.yelp.com/biz/rubys-murray-hill-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,friend want casual place eat dinner ruby great choice food inexpensive high quality service great great lunch spot convenient busy area would minute wait party lunch tuesday inside luckily ruby list try brunch spot nyc awhile know popular spot hear friend say place overrate,breakfast brunch burger australian,breakfast brunch burger australian friend want casual place eat dinner ruby great choice food inexpensive high quality service great great lunch spot convenient busy area would minute wait party lunch tuesday inside luckily ruby list try brunch spot nyc awhile know popular spot hear friend say place overrate
527,527,Cyclo,4.0,"vietnamese, noodles, comfort food",mid-range,5-51 47th Ave,"omfg 

the papaya salad?!? who would have thought?! there's zoodles and spaghetti squash but this adds a new zing! my lips are absolutely burning but it's a..., the super bowl really isn't what it's cracked out to be. it's just throwing a bunch of different ingredients into a big bowl of pho. don't expect no pho..., tiny spot in long island city. was around the neighborhood and wanted to try another pho spot other than district saigon. reviews looked pretty good so we...",new york city,https://www.yelp.com/biz/cyclo-long-island-city?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,omfg papaya salad would think zoodles spaghetti squash add new zing lip absolutely burn super bowl really crack throw bunch different ingredient big bowl pho expect pho tiny spot long island city around neighborhood want try another pho spot district saigon review look pretty good,vietnamese noodle comfort food,vietnamese noodle comfort food omfg papaya salad would think zoodles spaghetti squash add new zing lip absolutely burn super bowl really crack throw bunch different ingredient big bowl pho expect pho tiny spot long island city around neighborhood want try another pho spot district saigon review look pretty good
529,529,LOVE Korean BBQ,4.5,"korean, barbeque",mid-range,319 5th Ave,"this was my first time going alone and i was a little intimidated . at first i thought that this was only a good place for groups or with someone else. but..., usually have a good experience at this place but the last time i went for a bday dinner they left my table unattended for a while and we had to take 2 items..., one of our favorite go-to's for korean food in the city. the food is phenomenal, and i don't think there's one single bad dish on the menu.

great food,...",new york city,https://www.yelp.com/biz/love-korean-bbq-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,first time go alone little intimidated first think good place group someone else usually good experience place last time go bday dinner leave table unattended take item one favorite korean food city food phenomenal think one single bad dish menu great food,korean barbeque,korean barbeque first time go alone little intimidated first think good place group someone else usually good experience place last time go bday dinner leave table unattended take item one favorite korean food city food phenomenal think one single bad dish menu great food
530,530,Allora Ristorante,4.5,"italian, bars",mid-range,145 E 47th St,"we recently dined at this italian restaurant and we were blown away by the food and service. our waiter, morina, was attentive and friendly throughout the..., this place felt like where you would take your business associates or coworkers for a mid priced meal. there was nothing impressive about the food and the..., immaculate vibes. morina and noli and franco were exceptional servers who made sure our group of 8 were properly taken care of all evening; we made a...",new york city,https://www.yelp.com/biz/allora-ristorante-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,recently din italian restaurant blow away food service waiter morina attentive friendly throughout place felt like would take business associate coworkers mid price meal nothing impressive food immaculate vibe morina noli franco exceptional server make sure group properly take care evening make,italian bar,italian bar recently din italian restaurant blow away food service waiter morina attentive friendly throughout place felt like would take business associate coworkers mid price meal nothing impressive food immaculate vibe morina noli franco exceptional server make sure group properly take care evening make
531,531,San Marino Ristorante,4.5,"italian, wine bars, seafood",mid-range,66 Charlton St,"this is a hidden soho gem!

i have eaten here a year apart and the service is exceptional! the food is so much better than...dare i say it...better than..., very average restaurant. it felt very old inside with the decor and by the way our service was on a friday night for dinner, they seemed understaffed. i got..., did a date night at san marino ristorante. our server was friendly but service was a bit slow at times. we enjoyed the bread and caesar salad to start. i...",new york city,https://www.yelp.com/biz/san-marino-ristorante-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,hidden soho gem eat year apart service exceptional food much better dare say better average restaurant felt old inside decor way service friday night dinner seem understaffed get date night san marino ristorante server friendly service bit slow time enjoy bread caesar salad start,italian wine bar seafood,italian wine bar seafood hidden soho gem eat year apart service exceptional food much better dare say better average restaurant felt old inside decor way service friday night dinner seem understaffed get date night san marino ristorante server friendly service bit slow time enjoy bread caesar salad start
533,533,Ursula,4.5,"new mexican cuisine, cafes, bakeries",mid-range,387 Nostrand Ave,"the best breakfast burrito i've ever had. granted, i don't really eat that many breakfast burritos. i came on the last day at the old location before their..., had breakfast at ursula on a beautiful saturday morning. got lucky with timing as this place gets packed on the weekend, and for good reason. it was hard..., good place to get a breakfast burrito but be prepared to wait. from the time of ordering to receiving the burrito was 40+ minutes. i waited outside in the...",new york city,https://www.yelp.com/biz/ursula-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,best breakfast burrito ever grant really eat many breakfast burrito come last day old location breakfast ursula beautiful saturday morning get lucky timing place get pack weekend good reason hard good place get breakfast burrito prepare wait time order receive burrito minute wait outside,new mexican cuisine cafe bakery,new mexican cuisine cafe bakery best breakfast burrito ever grant really eat many breakfast burrito come last day old location breakfast ursula beautiful saturday morning get lucky timing place get pack weekend good reason hard good place get breakfast burrito prepare wait time order receive burrito minute wait outside
534,534,Mad For Chicken,4.5,"chicken wings, gastropubs, korean",mid-range,617 Grand St,"the best mad for chicken i've ever had. 
the chicken was so fresh. came out piping hot. 
truffles fries were the most truffle tasting i've ever had out of..., best korean fried chicken i've had in the area. we've ordered their 30 pcs wings twice for delivery/pick up already and they're always deliciously crispy..., let's get into it shall we? this was my second time at mfc. i expected consistency and that's exactly what i got. the plan was originally chinese for the...",new york city,https://www.yelp.com/biz/mad-for-chicken-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,best mad chicken ever chicken fresh come pip hot truffle fry truffle tasting ever best korean fry chicken area order pc wing twice already always deliciously crispy let get shall second time mfc expect consistency exactly get plan originally chinese,chicken wing gastropubs korean,chicken wing gastropubs korean best mad chicken ever chicken fresh come pip hot truffle fry truffle tasting ever best korean fry chicken area order pc wing twice already always deliciously crispy let get shall second time mfc expect consistency exactly get plan originally chinese
538,538,Cervo's,4.0,seafood,mid-range,43 Canal St,"cervo's is an amazing seafood restaurant! i've been wanting to go because they serve really unique dishes. their most iconic dish is the shrimp heads and..., waited until midnight when the reservations opened to book a table here on a friday night and it was so worth it! brought some out of town friends here for..., cervo's is a perfect first date spot. the lighting is dim (read: flattering), the drinks are unique (i'm not aware of any other place in new york offering a...",new york city,https://www.yelp.com/biz/cervos-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,cervo amazing seafood restaurant want go serve really unique dish iconic dish shrimp head wait midnight reservation open book table friday night worth bring town friend cervo perfect first date spot lighting dim read flattering drink unique aware place new york offering,seafood,seafood cervo amazing seafood restaurant want go serve really unique dish iconic dish shrimp head wait midnight reservation open book table friday night worth bring town friend cervo perfect first date spot lighting dim read flattering drink unique aware place new york offering
540,540,Liberty Bagels,4.0,"bagels, sandwiches, breakfast & brunch",cheap-eats,16 E 58th St,"oh hells yes.  the garlic bagel here has changed my life.  get one, be happy, thank me later.

as a heads up for first - timers, they put a whopping amount..., i would give this place 3.5/5 stars 

mid and so expensive. i basically got their version of the lox bagel, called the nova special, and i paid $20. i'm..., i'm not going to claim to be a bagel expert but this is my absolute favorite spot when i visit nyc. i feel like a kid in a candy store when i'm here. there...",new york city,https://www.yelp.com/biz/liberty-bagels-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,oh hell yes garlic bagel change life get one happy thank later head first timer put whopping amount would give place star mid expensive basically get version lox bagel call nova special pay go claim bagel expert absolute favorite spot visit nyc feel like kid candy store,bagel sandwich breakfast brunch,bagel sandwich breakfast brunch oh hell yes garlic bagel change life get one happy thank later head first timer put whopping amount would give place star mid expensive basically get version lox bagel call nova special pay go claim bagel expert absolute favorite spot visit nyc feel like kid candy store
541,541,Nara Sushi,4.5,"sushi bars, japanese",mid-range,76 Pearl St,"ordered a variety of special rolls and regular rolls for takeout and was not disappointed. they were all good with the 76 pearl and nara rolls especially..., rolls were nice and solid. the didn't fall apart. sashimi deluxe was on the skinny side. they were very thin slices. hot sake was just warm., very friendly and probably the best value for the money and the quality of sushi. good cheap sake as well. spicy salmon handroll with avocado was the stand...",new york city,https://www.yelp.com/biz/nara-sushi-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,order variety special roll regular roll takeout disappoint good pearl nara roll especially roll nice solid fall apart sashimi deluxe skinny side thin slice hot sake friendly probably best value money quality sushi good cheap sake well spicy salmon handroll avocado stand,sushi bar japanese,sushi bar japanese order variety special roll regular roll takeout disappoint good pearl nara roll especially roll nice solid fall apart sashimi deluxe skinny side thin slice hot sake friendly probably best value money quality sushi good cheap sake well spicy salmon handroll avocado stand
543,543,Fausto,4.0,"italian, cocktail bars",mid-range,348 Flatbush Ave,"as a french in america i find it difficult to find real quality restaurants in us, i was delighted to discover fausto, a hidden gem of an italian restaurant..., went early for dinner on a sat - right after it opened.  definitely get reservations.  nice interior.  good service. 
we ordered focaccia and arancini to..., had dinner at fausto on saturday evening. our dinner included a single excellent dish, the meal as a whole however was inconsistent.

quality: one dish was...",new york city,https://www.yelp.com/biz/fausto-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,french america find difficult find real quality restaurant u delight discover fausto hidden gem italian restaurant go early dinner sat right open definitely get reservation nice interior good service order focaccia arancini dinner fausto saturday evening dinner include single excellent dish meal whole however inconsistent quality one dish,italian cocktail bar,italian cocktail bar french america find difficult find real quality restaurant u delight discover fausto hidden gem italian restaurant go early dinner sat right open definitely get reservation nice interior good service order focaccia arancini dinner fausto saturday evening dinner include single excellent dish meal whole however inconsistent quality one dish
